"upeople_id","X246scmChanges","X148scrChanges","X1mslChanges","number_of_domain","country","X246linesadded","X246linesremoved","X148ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
29,14,26,0,1,10,1420,258,26,14,0,0,0,0,NA,0.0416666666666667,0
276,1,7,0,5,8,34,14,0,1,0,0,0,0,NA,0.0416666666666667,0
476,223,34,70,4,7,63446,62156,29,11,1,1,2,0,0,0.0459081836327345,0.442718872423573
478,2,0,0,2,6,153,22,0,17,0,0,0,0,NA,0.0416666666666667,0
479,0,0,0,1,9,0,0,0,12,0,0,0,0,NA,0.0416666666666667,0
494,3353,33,194,1,6,270687,172212,26,3,4,4,8,12,0,0.0479166666666667,1
1489,7,27,61,5,9,866,279,19,4,1,1,2,0,0,0.0473251028806584,0.126491106406735
2216,694,0,117,2,7,479033,95911,0,6,1,1,2,0,0,0.0440613026819923,0.885437744847146
2218,2704,7,32,4,8,306303,278863,1,13,1,1,2,0,0,0.0476190476190476,0.0632455532033676
2223,257,0,4,3,7,52488,28206,0,7,0,0,0,0,NA,0.0416666666666667,0
2226,18,0,0,2,8,428,204,0,16,0,0,0,0,NA,0.0416666666666667,0
2231,6,48,18,1,8,487254,343476,13,18,0,0,0,0,NA,0.0416666666666667,0
378243,0,0,0,13,0,0,0,0,15,0,0,0,0,NA,0.0416666666666667,0
378266,0,0,0,1,0,0,0,0,2,0,0,0,0,NA,0.0416666666666667,0
378499,0,0,0,2,0,0,0,0,5,0,0,0,0,NA,0.0416666666666667,0
382566,0,0,0,1,0,0,0,0,9,0,0,0,0,NA,0.0416666666666667,0
390835,0,0,0,2,0,0,0,0,19,0,0,0,0,NA,0.0416666666666667,0
390845,0,0,0,1,0,0,0,0,20,0,0,0,0,NA,0.0416666666666667,0
390859,0,0,0,1,0,0,0,0,21,0,0,0,0,NA,0.0416666666666667,0
390882,0,0,0,1,0,0,0,0,22,0,0,0,0,NA,0.0416666666666667,0
447097,0,0,0,0,0,0,0,0,8,0,0,0,0,NA,0.0416666666666667,0
447159,0,0,0,0,0,0,0,0,10,0,0,0,0,NA,0.0416666666666667,0
452216,0,0,0,0,0,0,0,0,23,0,0,0,0,NA,0.0416666666666667,0
452626,0,0,0,0,0,0,0,0,24,0,0,0,0,NA,0.0416666666666667,0
